feature,coefficient,selected,split_id,target_column,alpha,l1_ratio,inner_cv_daily_cs_ic
ETF_XLRE,0.000940955108618578,True,2,target_5d_forward_return_excess_spy,0.0001,0.3,0.0348848878394333
ETF_XLU,-0.0005076074169231475,True,2,target_5d_forward_return_excess_spy,0.0001,0.3,0.0348848878394333
ETF_XLV,0.004300446657776016,True,2,target_5d_forward_return_excess_spy,0.0001,0.3,0.0348848878394333
ETF_XLY,0.00025061349796272385,True,2,target_5d_forward_return_excess_spy,0.0001,0.3,0.0348848878394333
z_return_5d,1.7861228811097172e-05,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_return_5d_rel_spy,1.513449660097098e-08,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_return_5d_excess_rf,6.28261516489068e-12,False,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_return_20d,0.0005412178243175964,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_return_20d_rel_spy,4.613357387049181e-07,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_return_20d_excess_rf,1.9900807923407397e-10,False,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_return_60d_rel_spy,-0.0015049455664896795,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_price_to_MA20,-0.0016247332188818297,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_price_to_MA50,0.002076222399271105,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_MA20_minus_MA50,-0.001117019298560115,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_volatility_20d,0.0007024959843557695,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_max_drawdown_60d,0.0011732447111760253,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_ATR_14,-0.010495212000411168,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_volume_change,-0.00028970995055112444,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_relative_volume,0.00017981593461568378,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_RSI_14,0.00025941405128703757,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_market_beta_60d,-0.001880289383650136,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_idio_vol_60d,5.1130801757942e-05,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_Federal_Funds_Rate,0.00019967978150587303,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_Treasury_10Y,0.0005749460199814222,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_Yield_Spread_10Y2Y,1.9211003245770527e-05,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_Breakeven_Inflation_10Y,9.494801216351172e-05,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_CPI,0.0006267841612820603,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_Unemployment_Rate,0.00019147782401667562,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_Financial_Conditions_Index,0.0006926399050781986,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_VIX,-0.000803490137224977,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_rate_sensitivity_beta,-0.0015041923429842403,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLC,-0.0005525864036204615,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLE,0.0033846696529698916,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLF,-0.0003702100178055997,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLI,0.004730579797439448,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLK,-0.0001412161344381366,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLP,0.005271853534571653,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLRE,0.002795855639730058,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLU,4.3735599666713625e-05,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLV,0.00729614214656497,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
ETF_XLY,0.00023721466857324142,True,3,target_5d_forward_return_excess_spy,1e-05,0.5,0.030139569201481153
z_return_5d,-0.00013446119559924174,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_return_5d_rel_spy,-2.308594781984204e-07,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_return_5d_excess_rf,-1.9338880767426388e-10,False,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_return_20d,0.00013451201574198464,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_return_20d_rel_spy,1.685506327820373e-07,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_return_20d_excess_rf,1.0645271898952993e-10,False,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_return_60d_rel_spy,-0.0015676773908739885,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_price_to_MA20,-0.0016923621141186542,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_price_to_MA50,0.0025114268539397563,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_MA20_minus_MA50,-0.001158437765092153,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_volatility_20d,0.0008953197332848437,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_max_drawdown_60d,0.0010512107986189634,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_ATR_14,-0.009762283837221185,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_volume_change,-0.00016867011970988303,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_relative_volume,-0.00014831086577938283,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_RSI_14,0.0006397717422268048,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_market_beta_60d,-0.002043197082059566,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_idio_vol_60d,0.0006973503390856564,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_Federal_Funds_Rate,-0.0003469632802479452,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_Treasury_10Y,0.000266736237266767,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_Yield_Spread_10Y2Y,4.192309908364599e-05,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_Breakeven_Inflation_10Y,-0.00012497209817866894,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_CPI,0.000743284847089514,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_Unemployment_Rate,0.00010055127436107429,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_Financial_Conditions_Index,4.108240384015444e-05,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_VIX,-0.00037039122723640057,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_rate_sensitivity_beta,-0.0011148277206543718,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLC,-0.00014776324052464423,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLE,0.0028383081868799697,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLF,-0.00047425524881171275,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLI,0.004528560632632141,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLK,0.00037113687226038723,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLP,0.005025763453256649,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLRE,0.0023024879436258105,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLU,-0.00014464425988767774,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLV,0.007010682619760667,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
ETF_XLY,0.00055678430481164,True,4,target_5d_forward_return_excess_spy,1e-05,0.3,0.03879137542702205
z_return_5d,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_return_5d_rel_spy,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_return_5d_excess_rf,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_return_20d,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_return_20d_rel_spy,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_return_20d_excess_rf,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_return_60d_rel_spy,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_price_to_MA20,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_price_to_MA50,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_MA20_minus_MA50,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_volatility_20d,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_max_drawdown_60d,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_ATR_14,-0.00013583428264179984,True,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_volume_change,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_relative_volume,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_RSI_14,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_market_beta_60d,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_idio_vol_60d,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_Federal_Funds_Rate,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_Treasury_10Y,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_Yield_Spread_10Y2Y,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_Breakeven_Inflation_10Y,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_CPI,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_Unemployment_Rate,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_Financial_Conditions_Index,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_VIX,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
z_rate_sensitivity_beta,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLC,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLE,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLF,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLI,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLK,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLP,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLRE,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLU,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLV,-0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
ETF_XLY,0.0,False,5,target_5d_forward_return_excess_spy,0.001,0.7,0.0400196818622884
