feature,coefficient,selected,etf,split_id,target_column,alpha,l1_ratio,inner_cv_time_series_rank_ic
z_return_60d_rel_spy,-0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_price_to_MA20,0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_price_to_MA50,0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_MA20_minus_MA50,-0.0031491979873378624,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_volatility_20d,-0.00022884205581193463,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_max_drawdown_60d,8.636573945817363e-05,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_ATR_14,-5.097981780959427e-05,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_volume_change,-0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_relative_volume,-0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_RSI_14,-0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_market_beta_60d,-6.382706927749604e-05,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_idio_vol_60d,0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_Federal_Funds_Rate,-0.0003615144995842129,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_Treasury_10Y,-0.00020244389040805622,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_Yield_Spread_10Y2Y,0.0015192025367221926,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_Breakeven_Inflation_10Y,-0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_CPI,-0.0008562601909994842,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_Unemployment_Rate,0.0010482320722314611,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_Financial_Conditions_Index,-0.001063306487651132,True,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_VIX,-0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_rate_sensitivity_beta,-0.0,False,XLV,3,target_5d_forward_return_raw,0.01,0.1,0.06493600981486672
z_return_5d,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_return_5d_rel_spy,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_return_5d_excess_rf,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_return_20d,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_return_20d_rel_spy,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_return_20d_excess_rf,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_return_60d_rel_spy,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_price_to_MA20,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_price_to_MA50,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_MA20_minus_MA50,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_volatility_20d,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_max_drawdown_60d,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_ATR_14,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_volume_change,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_relative_volume,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_RSI_14,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_market_beta_60d,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_idio_vol_60d,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_Federal_Funds_Rate,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_Treasury_10Y,-0.0011609268576973175,True,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_Yield_Spread_10Y2Y,0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_Breakeven_Inflation_10Y,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_CPI,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_Unemployment_Rate,0.000785183972526815,True,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_Financial_Conditions_Index,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_VIX,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_rate_sensitivity_beta,-0.0,False,XLY,3,target_5d_forward_return_raw,0.01,0.5,0.18338679070478028
z_return_5d,-0.0008211820602276615,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_return_5d_rel_spy,-5.902249391096387e-07,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_return_5d_excess_rf,-2.1440593230076209e-10,False,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_return_20d,5.87895096659712e-05,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_return_20d_rel_spy,2.405811620747198e-07,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_return_20d_excess_rf,1.7127857696043619e-10,False,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_return_60d_rel_spy,-0.0011747602217473938,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_price_to_MA20,0.0074857700813245765,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_price_to_MA50,-0.004434184340156054,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_MA20_minus_MA50,0.003358753783165582,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_volatility_20d,0.0016684408768028504,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_max_drawdown_60d,-0.0015004495311810157,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_ATR_14,-0.001157143345843575,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_volume_change,0.0006401286499690689,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_relative_volume,0.00025197062709424786,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_RSI_14,-0.005337037081490308,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_market_beta_60d,0.00035731897532593966,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_idio_vol_60d,-0.003366217869097686,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_Federal_Funds_Rate,0.0006130762698542332,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_Treasury_10Y,-0.002572887709337789,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_Yield_Spread_10Y2Y,0.002077882559310127,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_Breakeven_Inflation_10Y,7.112319205141025e-06,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_CPI,-0.0029875818059157708,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_Unemployment_Rate,0.003187478509782824,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_Financial_Conditions_Index,-0.003513148925638271,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_VIX,-0.0011020993820985334,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_rate_sensitivity_beta,-0.0032961862773335294,True,XLB,4,target_5d_forward_return_raw,1e-05,0.1,0.07239466721455572
z_return_5d,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_return_5d_rel_spy,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_return_5d_excess_rf,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_return_20d,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_return_20d_rel_spy,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_return_20d_excess_rf,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_return_60d_rel_spy,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_price_to_MA20,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_price_to_MA50,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_MA20_minus_MA50,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_volatility_20d,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_max_drawdown_60d,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_ATR_14,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_volume_change,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_relative_volume,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_RSI_14,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_market_beta_60d,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_idio_vol_60d,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_Federal_Funds_Rate,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_Treasury_10Y,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_Yield_Spread_10Y2Y,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_Breakeven_Inflation_10Y,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_CPI,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_Unemployment_Rate,0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_Financial_Conditions_Index,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_VIX,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_rate_sensitivity_beta,-0.0,False,XLC,4,target_5d_forward_return_raw,0.01,0.5,0.15955993233759236
z_return_5d,0.002994866556524286,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_return_5d_rel_spy,1.7433227778075337e-06,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_return_5d_excess_rf,5.068960832720975e-10,False,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_return_20d,0.00567360346383788,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_return_20d_rel_spy,3.0684364445186753e-06,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_return_20d_excess_rf,8.32458931746927e-10,False,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_return_60d_rel_spy,-0.00803284464341042,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_price_to_MA20,-0.0065162451452079675,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_price_to_MA50,-0.012376187847519543,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_MA20_minus_MA50,0.012027566868761694,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_volatility_20d,0.010344461997108326,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_max_drawdown_60d,0.007465462675616168,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_ATR_14,-0.013095054170471106,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_volume_change,-0.0013119616543308653,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_relative_volume,-0.0010576126537240127,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_RSI_14,0.010982789863950645,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_market_beta_60d,0.006450096111019926,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_idio_vol_60d,0.013233016936355224,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_Federal_Funds_Rate,0.009867122148482179,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_Treasury_10Y,0.01213560894458454,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_Yield_Spread_10Y2Y,0.0018690179395841066,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_Breakeven_Inflation_10Y,-0.02010963865187106,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_CPI,0.002280945159218588,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_Unemployment_Rate,0.003793513204126906,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_Financial_Conditions_Index,-0.017636003728745357,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_VIX,-0.0012304264407327582,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_rate_sensitivity_beta,-0.012270210837145752,True,XLE,4,target_5d_forward_return_raw,1e-05,0.5,0.07520476346837174
z_return_5d,0.002050179327389798,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_return_5d_rel_spy,0.0007833419251297165,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_return_5d_excess_rf,0.0001506179659050215,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_return_20d,-0.0005710718330088058,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_return_20d_rel_spy,-0.00022101576492715653,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_return_20d_excess_rf,-4.30438104428582e-05,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_return_60d_rel_spy,0.0,False,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_price_to_MA20,-0.0,False,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_price_to_MA50,-0.0036266692568424916,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_MA20_minus_MA50,0.004970985892585927,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_volatility_20d,0.003166849835920022,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_max_drawdown_60d,-0.0003740390197748618,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_ATR_14,-0.0030125427740765034,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_volume_change,0.0010644867609983773,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_relative_volume,-0.004789344513713414,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_RSI_14,-0.000381275744018749,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_market_beta_60d,0.0005349793686504572,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_idio_vol_60d,0.0,False,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_Federal_Funds_Rate,-0.0,False,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_Treasury_10Y,-0.0,False,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_Yield_Spread_10Y2Y,0.0010162821312229616,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_Breakeven_Inflation_10Y,-0.0008265040711389395,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_CPI,-0.0023648101858988863,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_Unemployment_Rate,0.0013921469122639687,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_Financial_Conditions_Index,-0.005700276784293892,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_VIX,-0.001284498574879921,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_rate_sensitivity_beta,-0.00177306624586298,True,XLF,4,target_5d_forward_return_raw,0.001,0.7,0.17748647948462057
z_return_5d,-0.0009902068223472556,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_return_5d_rel_spy,-0.0005222864875422012,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_return_5d_excess_rf,-0.0001400389047410136,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_return_20d,0.0006247572778734532,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_return_20d_rel_spy,0.0003307560092207412,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_return_20d_excess_rf,8.901273410215513e-05,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_return_60d_rel_spy,0.0020168528232201773,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_price_to_MA20,0.0,False,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_price_to_MA50,0.00038439241453748615,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_MA20_minus_MA50,-0.004383686049702283,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_volatility_20d,0.0025615355189022616,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_max_drawdown_60d,-0.0005857961241635587,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_ATR_14,-0.0048392858266631655,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_volume_change,-0.0,False,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_relative_volume,0.0009288143866665055,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_RSI_14,0.0007759050983937668,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_market_beta_60d,-0.0021666467260976654,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_idio_vol_60d,-0.00361540715632486,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_Federal_Funds_Rate,0.0003086006288296018,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_Treasury_10Y,0.0,False,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_Yield_Spread_10Y2Y,0.0033336456702331265,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_Breakeven_Inflation_10Y,-0.0004514643656060493,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_CPI,-0.0012149251315443687,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_Unemployment_Rate,0.0017659166081711146,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_Financial_Conditions_Index,-0.005955003606157203,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_VIX,-0.0010068091209057153,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_rate_sensitivity_beta,0.0013240739997684874,True,XLI,4,target_5d_forward_return_raw,0.001,0.3,0.04855466877815296
z_return_5d,-0.0010605750836461263,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_return_5d_rel_spy,-1.2950063527977564e-06,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_return_5d_excess_rf,-7.167923669632675e-10,False,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_return_20d,-0.0015339442980224609,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_return_20d_rel_spy,-1.6600359391159694e-06,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_return_20d_excess_rf,-8.453394893203522e-10,False,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_return_60d_rel_spy,-0.006789867844143426,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_price_to_MA20,-0.010102778134078602,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_price_to_MA50,0.01584486895240126,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_MA20_minus_MA50,-0.008495271624499775,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_volatility_20d,-0.0005364007438648577,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_max_drawdown_60d,0.0024950260336710265,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_ATR_14,0.003392294048022475,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_volume_change,-0.00043514704681672323,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_relative_volume,-0.001473473373374945,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_RSI_14,0.002495993610918712,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_market_beta_60d,-0.0015106790433257959,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_idio_vol_60d,-0.003266098653485672,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_Federal_Funds_Rate,0.00443717310026698,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_Treasury_10Y,-0.004470734315596622,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_Yield_Spread_10Y2Y,0.0015265775051649133,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_Breakeven_Inflation_10Y,-0.0028348861511144634,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_CPI,-0.0009203582715249238,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_Unemployment_Rate,0.003500919800866013,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_Financial_Conditions_Index,-0.003757423011848418,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_VIX,-8.009132736220606e-05,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_rate_sensitivity_beta,-0.001552109228708262,True,XLK,4,target_5d_forward_return_raw,1e-05,0.1,0.09009833080548184
z_return_5d,-0.0032400259641142248,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_return_5d_rel_spy,-2.569435326131237e-06,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_return_5d_excess_rf,-1.0171753988440653e-09,False,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_return_20d,-0.0012742118635572775,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_return_20d_rel_spy,-9.185891839584805e-07,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_return_20d_excess_rf,-3.2712126604580233e-10,False,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_return_60d_rel_spy,-0.0012442452947662548,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_price_to_MA20,-0.0012443879388173837,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_price_to_MA50,0.008112303016634756,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_MA20_minus_MA50,-0.004278552354435621,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_volatility_20d,-0.0018710149360002314,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_max_drawdown_60d,0.0017823412001705611,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_ATR_14,-0.0012894243009000292,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_volume_change,-0.0006942508485152848,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_relative_volume,0.000636620549348358,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_RSI_14,-0.002139697808096615,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_market_beta_60d,-0.0023304266944884117,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_idio_vol_60d,0.003285464910201166,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_Federal_Funds_Rate,0.0013271780013970969,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_Treasury_10Y,-0.003000189769654623,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_Yield_Spread_10Y2Y,0.0007116939761629787,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_Breakeven_Inflation_10Y,0.0011173322797412909,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_CPI,-0.00166596442017952,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_Unemployment_Rate,0.0006465392292578565,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_Financial_Conditions_Index,-0.004484558127594257,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_VIX,0.0016173474069140063,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_rate_sensitivity_beta,0.002443685916457719,True,XLP,4,target_5d_forward_return_raw,1e-05,0.1,0.14734916001538845
z_return_5d,-0.0,False,XLRE,4,target_5d_forward_return_raw,0.001,0.5,0.05896213005921382
z_return_5d_rel_spy,-0.0,False,XLRE,4,target_5d_forward_return_raw,0.001,0.5,0.05896213005921382
z_return_5d_excess_rf,-0.0,False,XLRE,4,target_5d_forward_return_raw,0.001,0.5,0.05896213005921382
